"","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Time"
"691",0,0,0,0,0.002,0,0,0,0,0,0,2021-12-12 00:30:00
"692",0,0,0,0,0.01,0,0,0,0,0,0,2021-12-12 12:30:00
"693",0,0,0,0,0.178,0,0,0,0,0,0,2021-12-13 00:30:00
"694",0,0,0,0,0.208,0,0,0,0,0,0,2021-12-13 12:30:00
"695",0,0,0,0,0.082,0,0,0,0,0,0,2021-12-14 00:30:00
"696",0,0,0,0,0.012,0,0,0,0,0,0,2021-12-14 12:30:00
"697",0,0,0,0,0.04,0,0,0,0,0,0,2021-12-15 00:30:00
"698",0,0,0,0,0.008,0,0,0,0,0,0,2021-12-15 12:30:00
"699",0,0,0,0,0,0,0,0,0,0,0,2021-12-16 00:30:00
"700",0,0,0,0,0,0,0,0,1,0,0,2021-12-16 12:30:00
"701",0,0,0,0,0,0,0,0,0,0,0,2021-12-17 00:30:00
"702",0.002,0,0,0,0,0,0,0,0,0,0,2021-12-17 12:30:00
"703",0,0,0,0,0,0,0,0,0,0,0,2021-12-18 00:30:00
"704",0,0,0,0,0,0,0,0,0,0,0,2021-12-18 12:30:00
"705",0,0,0,0,0,0,0,0,0,0,0,2021-12-19 00:30:00
"706",0,0,0,0,0,0,0,0,0,0,0,2021-12-19 12:30:00
"707",0,0,0,0,0,0,0,0,0,0,0,2021-12-20 00:30:00
"708",0,0,0,0,0,0,0,0,0,0,0,2021-12-20 12:30:00
"709",0.002,0,0,0,0,0,0,0,0,0,0,2021-12-21 00:30:00
"710",0,0,0,0,0,0,0,0,0,0,0,2021-12-21 12:30:00
"711",0.004,0,0,0,0,0,0,0,0,0,0.012,2021-12-22 00:30:00
"712",0.002,0,0,0,0,0,0,0,0,0,0.002,2021-12-22 12:30:00
"713",0,0,0,0,0,0,0,0,0,0,0.016,2021-12-23 00:30:00
"714",0,0,0,0,0,0,0,0,0,0,0,2021-12-23 12:30:00
"715",0,0,0,0,0,0,0,0,0,0,0,2021-12-24 00:30:00
"716",0.002,0,0,0,0,0,0,0,0,0,0,2021-12-24 12:30:00
"717",0,0,0,0,0,0,0,0,0,0,0,2021-12-25 00:30:00
"718",0,0,0,0,0,0,0,0,0,0,0,2021-12-25 12:30:00
"719",0,0,0,0,0,0,0,0,0,0,0,2021-12-26 00:30:00
"720",0,0,0,0,0,0,0,0,0,0,0,2021-12-26 12:30:00
"721",0,0,0,0,0,0,0,0,0,0,0,2021-12-27 00:30:00
"722",0,0,0,0,0,0,0,0,0,0,0,2021-12-27 12:30:00
"723",0,0,0,0,0,0,0,0,0,0,0,2021-12-28 00:30:00
"724",0,0,0,0,0,0,0,0,0,0,0,2021-12-28 12:30:00
"725",0,0,0,0,1,0,0,0,0,0,0,2021-12-29 00:30:00
"726",0,0,0,0,0,0,0,0,0,0,0,2021-12-29 12:30:00
"727",0,0,0,0,1,0,0,0,0,0,0,2021-12-30 00:30:00
"728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-30 12:30:00
